N° de Commande,Date de Commande,Date de Livraison,Id Client,Canal,Id Produit,Quantité
CDE - 0001160,02/26/17,2017-03-09,Id41,Détaillant,3,5
CDE - 0002442,02/26/17,2017-03-05,Id18,Détaillant,4,9
CDE - 0002809,02/26/17,2017-03-07,Id48,Grossiste,13,6
CDE - 0003361,02/26/17,2017-03-11,Id50,Export,1,12
CDE - 0004793,02/26/17,2017-03-02,Id11,Détaillant,1,12
CDE - 0006871,02/26/17,2017-03-08,Id25,Grossiste,12,10
CDE - 0007359,02/26/17,2017-03-05,Id42,Grossiste,1,9
CDE - 000123,02/27/17,2017-03-05,Id40,Détaillant,13,6
CDE - 000886,02/27/17,2017-03-03,Id8,Détaillant,13,10
CDE - 0001382,02/27/17,2017-03-02,Id39,Détaillant,6,6
CDE - 0001815,02/27/17,2017-03-14,Id8,Grossiste,1,9
CDE - 0002426,02/27/17,2017-03-06,Id21,Détaillant,6,11
CDE - 0003625,02/27/17,2017-03-07,Id29,Grossiste,3,10
CDE - 0005271,02/27/17,2017-03-06,Id44,Grossiste,6,11
CDE - 0007894,02/27/17,2017-03-09,Id29,Détaillant,10,9
CDE - 000664,02/28/17,2017-03-06,Id42,Grossiste,9,10
CDE - 000888,02/28/17,2017-03-04,Id50,Grossiste,14,11
CDE - 0001586,02/28/17,2017-03-18,Id43,Détaillant,12,11
CDE - 0001617,02/28/17,2017-03-13,Id4,Grossiste,3,8
CDE - 0001623,02/28/17,2017-03-03,Id21,Export,6,12
CDE - 0002188,02/28/17,2017-03-17,Id13,Grossiste,9,11
CDE - 0005900,02/28/17,2017-03-09,Id5,Détaillant,5,6
CDE - 0006610,02/28/17,2017-03-13,Id26,Grossiste,5,10
CDE - 0006656,02/28/17,2017-03-08,Id19,Grossiste,12,8
CDE - 0007202,02/28/17,2017-03-18,Id19,Grossiste,3,9
CDE - 0007723,02/28/17,2017-03-06,Id50,Grossiste,13,8
CDE - 000196,03/01/17,2017-03-18,Id5,Export,13,9
CDE - 0001376,03/01/17,2017-03-16,Id20,Grossiste,13,12
CDE - 0002265,03/01/17,2017-03-18,Id33,Grossiste,3,11
CDE - 0002393,03/01/17,2017-03-09,Id46,Détaillant,5,7
CDE - 0002828,03/01/17,2017-03-10,Id1,Grossiste,10,9
CDE - 0004011,03/01/17,2017-03-15,Id13,Grossiste,9,6
CDE - 0004209,03/01/17,2017-03-09,Id44,Grossiste,5,10
CDE - 0004220,03/01/17,2017-03-10,Id33,Export,10,7
CDE - 0004964,03/01/17,2017-03-12,Id5,Export,13,5
CDE - 0005255,03/01/17,2017-03-13,Id13,Grossiste,1,5
CDE - 0005579,03/01/17,2017-03-10,Id47,Détaillant,10,7
CDE - 0006912,03/01/17,2017-03-10,Id1,Détaillant,5,10
CDE - 0007733,03/01/17,2017-03-16,Id9,Détaillant,6,10
CDE - 0007854,03/01/17,2017-03-19,Id41,Détaillant,5,6
CDE - 0007878,03/01/17,2017-03-12,Id45,Export,1,12
CDE - 0008070,03/01/17,2017-03-08,Id36,Détaillant,3,8
CDE - 000118,03/02/17,2017-03-09,Id30,Export,13,12
CDE - 0001044,03/02/17,2017-03-17,Id39,Détaillant,1,9
CDE - 0001157,03/02/17,2017-03-11,Id9,Export,5,12
CDE - 0001307,03/02/17,2017-03-13,Id33,Export,9,12
CDE - 0002403,03/02/17,2017-03-15,Id25,Détaillant,14,12
CDE - 0003810,03/02/17,2017-03-18,Id8,Grossiste,1,12
CDE - 0004704,03/02/17,2017-03-18,Id2,Détaillant,5,8
CDE - 0005994,03/02/17,2017-03-09,Id26,Grossiste,1,9
CDE - 0006121,03/02/17,2017-03-08,Id20,Détaillant,10,10
CDE - 0007579,03/02/17,2017-03-20,Id25,Grossiste,9,12
CDE - 000821,03/03/17,2017-03-20,Id11,Détaillant,13,9
CDE - 000962,03/03/17,2017-03-17,Id24,Grossiste,14,9
CDE - 0001352,03/03/17,2017-03-14,Id9,Grossiste,5,11
CDE - 0004064,03/03/17,2017-03-12,Id16,Détaillant,14,8
CDE - 0004341,03/03/17,2017-03-16,Id29,Détaillant,1,6
CDE - 0005931,03/03/17,2017-03-11,Id17,Grossiste,9,11
CDE - 0002182,03/04/17,2017-03-13,Id12,Détaillant,1,6
CDE - 0003242,03/04/17,2017-03-17,Id40,Grossiste,6,7
CDE - 0004195,03/04/17,2017-03-18,Id21,Détaillant,4,10
CDE - 0006316,03/04/17,2017-03-10,Id22,Grossiste,1,6
CDE - 0007023,03/04/17,2017-03-14,Id34,Détaillant,4,12
CDE - 000627,03/05/17,2017-03-17,Id33,Grossiste,1,6
CDE - 0001070,03/05/17,2017-03-17,Id14,Détaillant,10,5
CDE - 0001149,03/05/17,2017-03-14,Id39,Détaillant,1,12
CDE - 0001151,03/05/17,2017-03-13,Id4,Grossiste,1,10
CDE - 0002405,03/05/17,2017-03-23,Id23,Grossiste,6,7
CDE - 0003950,03/05/17,2017-03-22,Id43,Grossiste,4,12
CDE - 0005004,03/05/17,2017-03-10,Id6,Grossiste,3,11
CDE - 0005738,03/05/17,2017-03-15,Id40,Export,4,8
CDE - 0005956,03/05/17,2017-03-17,Id21,Détaillant,10,7
CDE - 0006325,03/05/17,2017-03-15,Id22,Export,6,5
CDE - 0006383,03/05/17,2017-03-08,Id17,Grossiste,6,12
CDE - 0006760,03/05/17,2017-03-20,Id5,Grossiste,3,9
CDE - 0008001,03/05/17,2017-03-17,Id11,Grossiste,14,11
CDE - 000639,03/06/17,2017-03-15,Id41,Détaillant,13,11
CDE - 000933,03/06/17,2017-03-12,Id11,Grossiste,9,10
CDE - 0002131,03/06/17,2017-03-09,Id39,Détaillant,3,11
CDE - 0003314,03/06/17,2017-03-09,Id31,Détaillant,9,12
CDE - 0004593,03/06/17,2017-03-10,Id6,Grossiste,1,5
CDE - 0007870,03/06/17,2017-03-12,Id50,Détaillant,3,6
CDE - 0007917,03/06/17,2017-03-19,Id41,Grossiste,5,6
CDE - 000199,03/07/17,2017-03-11,Id47,Grossiste,13,11
CDE - 000712,03/07/17,2017-03-13,Id28,Grossiste,9,5
CDE - 0002113,03/07/17,2017-03-20,Id25,Grossiste,3,8
CDE - 0007244,03/07/17,2017-03-25,Id18,Grossiste,3,11
CDE - 000336,03/08/17,2017-03-19,Id7,Détaillant,14,8
CDE - 0002090,03/08/17,2017-03-16,Id32,Grossiste,9,8
CDE - 0003383,03/08/17,2017-03-24,Id21,Détaillant,1,6
CDE - 0005868,03/08/17,2017-03-21,Id42,Détaillant,13,9
CDE - 0006823,03/08/17,2017-03-19,Id13,Grossiste,9,5
CDE - 0002060,03/09/17,2017-03-25,Id41,Grossiste,6,11
CDE - 0002994,03/09/17,2017-03-27,Id8,Détaillant,4,9
CDE - 0006176,03/09/17,2017-03-26,Id29,Grossiste,13,12
CDE - 0007406,03/09/17,2017-03-21,Id8,Grossiste,3,10
CDE - 000943,03/10/17,2017-03-13,Id40,Export,1,7
CDE - 0001667,03/10/17,2017-03-24,Id43,Export,13,6
CDE - 0001969,03/10/17,2017-03-13,Id40,Export,10,6
CDE - 0002551,03/10/17,2017-03-23,Id6,Export,5,11
CDE - 0004331,03/10/17,2017-03-20,Id50,Grossiste,6,7
CDE - 0006021,03/10/17,2017-03-26,Id35,Détaillant,1,11
CDE - 0006344,03/10/17,2017-03-18,Id10,Détaillant,5,11
CDE - 0006470,03/10/17,2017-03-20,Id27,Export,14,9
CDE - 0006491,03/10/17,2017-03-14,Id29,Grossiste,6,12
CDE - 0007671,03/10/17,2017-03-23,Id16,Grossiste,9,7
CDE - 0007824,03/10/17,2017-03-27,Id48,Détaillant,1,9
CDE - 000394,03/11/17,2017-03-28,Id17,Détaillant,13,6
CDE - 0001995,03/11/17,2017-03-28,Id19,Détaillant,9,5
CDE - 0002280,03/11/17,2017-03-22,Id39,Grossiste,1,11
CDE - 0004094,03/11/17,2017-03-25,Id19,Détaillant,9,8
CDE - 000335,03/12/17,2017-03-19,Id26,Grossiste,1,10
CDE - 0001021,03/12/17,2017-03-18,Id41,Grossiste,12,6
CDE - 0001325,03/12/17,2017-03-18,Id48,Détaillant,13,12
CDE - 0001681,03/12/17,2017-03-23,Id11,Grossiste,1,8
CDE - 0001989,03/12/17,2017-03-17,Id28,Grossiste,5,7
CDE - 0002105,03/12/17,2017-03-19,Id21,Grossiste,10,5
CDE - 0004138,03/12/17,2017-03-24,Id39,Détaillant,9,9
CDE - 0004978,03/12/17,2017-03-28,Id6,Détaillant,3,10
CDE - 0005363,03/12/17,2017-03-22,Id10,Détaillant,14,9
CDE - 0007082,03/12/17,2017-03-16,Id29,Grossiste,1,8
CDE - 0002865,03/13/17,2017-03-27,Id4,Export,10,10
CDE - 0003692,03/13/17,2017-03-22,Id13,Grossiste,4,8
CDE - 0004017,03/13/17,2017-03-18,Id27,Détaillant,9,10
CDE - 0004023,03/13/17,2017-03-25,Id11,Grossiste,3,5
CDE - 0005908,03/13/17,2017-03-20,Id14,Grossiste,6,10
CDE - 0006214,03/13/17,2017-03-25,Id29,Grossiste,1,9
CDE - 000954,03/14/17,2017-03-20,Id27,Grossiste,3,5
CDE - 0001562,03/14/17,2017-03-26,Id49,Grossiste,5,11
CDE - 0002915,03/14/17,2017-03-21,Id29,Grossiste,1,6
CDE - 0004054,03/14/17,2017-03-20,Id43,Export,10,5
CDE - 0004358,03/14/17,2017-03-23,Id2,Détaillant,5,5
CDE - 0007516,03/14/17,2017-03-31,Id50,Grossiste,13,9
CDE - 000976,03/15/17,2017-03-24,Id48,Détaillant,6,12
CDE - 0001033,03/15/17,2017-03-26,Id29,Grossiste,1,9
CDE - 0001515,03/15/17,2017-03-29,Id39,Détaillant,1,9
CDE - 0001707,03/15/17,2017-03-25,Id14,Détaillant,1,8
CDE - 0002639,03/15/17,2017-03-24,Id19,Grossiste,1,6
CDE - 0004336,03/15/17,2017-03-26,Id1,Export,9,9
CDE - 0004990,03/15/17,2017-03-24,Id11,Détaillant,1,8
CDE - 0006728,03/15/17,2017-03-20,Id10,Grossiste,3,7
CDE - 0007014,03/15/17,2017-03-31,Id23,Export,1,6
CDE - 0007454,03/15/17,2017-03-18,Id34,Grossiste,13,12
CDE - 0001486,03/16/17,2017-03-31,Id48,Détaillant,1,7
CDE - 0002334,03/16/17,2017-03-20,Id36,Grossiste,12,7
CDE - 0002518,03/16/17,2017-03-24,Id48,Détaillant,3,7
CDE - 0002971,03/16/17,2017-03-30,Id14,Détaillant,13,7
CDE - 0003020,03/16/17,2017-04-02,Id9,Grossiste,1,11
CDE - 0003883,03/16/17,2017-03-19,Id40,Détaillant,13,6
CDE - 0004335,03/16/17,2017-03-28,Id45,Grossiste,5,11
CDE - 0005002,03/16/17,2017-03-21,Id45,Export,14,11
CDE - 0005080,03/16/17,2017-03-22,Id12,Grossiste,1,9
CDE - 0005563,03/16/17,2017-03-23,Id4,Export,1,6
CDE - 0005613,03/16/17,2017-03-21,Id11,Export,9,8
CDE - 0006065,03/16/17,2017-03-24,Id13,Grossiste,13,6
CDE - 0006186,03/16/17,2017-03-31,Id47,Détaillant,5,10
CDE - 0007328,03/16/17,2017-03-31,Id11,Grossiste,3,6
CDE - 0007386,03/16/17,2017-03-26,Id39,Grossiste,1,10
CDE - 0007619,03/16/17,2017-03-22,Id15,Détaillant,3,5
CDE - 000686,03/17/17,2017-03-31,Id36,Détaillant,1,10
CDE - 0001201,03/17/17,2017-03-26,Id24,Grossiste,10,6
CDE - 0001272,03/17/17,2017-03-26,Id46,Détaillant,13,6
CDE - 0002607,03/17/17,2017-04-03,Id5,Grossiste,4,12
CDE - 0002716,03/17/17,2017-03-24,Id5,Détaillant,1,5
CDE - 0002793,03/17/17,2017-04-04,Id17,Grossiste,10,7
CDE - 0005434,03/17/17,2017-04-02,Id49,Grossiste,12,9
CDE - 0005654,03/17/17,2017-03-29,Id10,Détaillant,13,9
CDE - 0006282,03/17/17,2017-03-23,Id30,Grossiste,1,9
CDE - 0007055,03/17/17,2017-03-31,Id34,Grossiste,3,6
CDE - 0007887,03/17/17,2017-03-20,Id24,Grossiste,5,5
CDE - 0001306,03/18/17,2017-04-03,Id9,Détaillant,9,9
CDE - 0001389,03/18/17,2017-04-01,Id13,Détaillant,3,10
CDE - 0002364,03/18/17,2017-04-05,Id7,Export,9,7
CDE - 0005279,03/18/17,2017-03-30,Id9,Grossiste,14,11
CDE - 0006813,03/18/17,2017-03-31,Id2,Grossiste,1,8
CDE - 0002681,03/19/17,2017-04-05,Id33,Détaillant,14,10
CDE - 0003270,03/19/17,2017-03-28,Id31,Grossiste,4,10
CDE - 0003444,03/19/17,2017-04-06,Id32,Grossiste,6,7
CDE - 0005092,03/19/17,2017-04-05,Id20,Grossiste,14,11
CDE - 0006521,03/19/17,2017-04-05,Id45,Grossiste,4,11
CDE - 0006650,03/19/17,2017-04-03,Id21,Détaillant,10,9
CDE - 0007098,03/19/17,2017-03-29,Id21,Grossiste,5,6
CDE - 0007243,03/19/17,2017-04-03,Id43,Détaillant,13,12
CDE - 0007440,03/19/17,2017-04-04,Id48,Grossiste,9,5
CDE - 000606,03/20/17,2017-04-01,Id49,Grossiste,6,9
CDE - 000750,03/20/17,2017-03-24,Id45,Détaillant,1,11
CDE - 0001887,03/20/17,2017-03-30,Id19,Détaillant,9,9
CDE - 0004919,03/20/17,2017-03-30,Id23,Grossiste,5,5
CDE - 0007207,03/20/17,2017-04-02,Id28,Export,1,9
CDE - 000221,03/21/17,2017-03-25,Id30,Grossiste,5,11
CDE - 000659,03/21/17,2017-03-24,Id29,Grossiste,1,9
CDE - 000672,03/21/17,2017-03-24,Id25,Détaillant,1,8
CDE - 0001477,03/21/17,2017-04-02,Id31,Export,5,11
CDE - 0001650,03/21/17,2017-03-28,Id2,Export,13,12
CDE - 0002404,03/21/17,2017-04-01,Id44,Grossiste,9,9
CDE - 0002780,03/21/17,2017-04-05,Id30,Détaillant,1,7
CDE - 0004511,03/21/17,2017-04-05,Id35,Détaillant,5,10
CDE - 0006126,03/21/17,2017-03-26,Id4,Détaillant,3,9
CDE - 0006444,03/21/17,2017-04-01,Id27,Grossiste,9,12
CDE - 0007200,03/21/17,2017-04-01,Id32,Détaillant,6,5
CDE - 000478,03/22/17,2017-03-27,Id37,Grossiste,1,9
CDE - 0002940,03/22/17,2017-03-31,Id50,Détaillant,14,7
CDE - 0004922,03/22/17,2017-03-26,Id31,Détaillant,6,11
CDE - 0006437,03/22/17,2017-04-02,Id7,Grossiste,13,6
CDE - 0006505,03/22/17,2017-04-05,Id29,Grossiste,1,12
CDE - 0007281,03/22/17,2017-03-31,Id31,Export,5,5
CDE - 0001249,03/23/17,2017-04-04,Id17,Export,9,10
CDE - 0002892,03/23/17,2017-04-07,Id43,Export,10,7
CDE - 0004491,03/23/17,2017-03-29,Id3,Détaillant,4,9
CDE - 0004591,03/23/17,2017-04-09,Id33,Détaillant,5,7
CDE - 0005155,03/23/17,2017-04-02,Id20,Détaillant,4,7
CDE - 0006326,03/23/17,2017-04-03,Id42,Grossiste,9,10
CDE - 0002053,03/24/17,2017-04-11,Id32,Grossiste,13,10
CDE - 0002857,03/24/17,2017-04-05,Id41,Grossiste,9,5
CDE - 0003749,03/24/17,2017-03-28,Id18,Détaillant,13,10
CDE - 0003881,03/24/17,2017-04-04,Id40,Grossiste,1,10
CDE - 0005269,03/24/17,2017-04-09,Id8,Export,1,8
CDE - 0007718,03/24/17,2017-03-27,Id48,Détaillant,1,11
CDE - 000375,03/25/17,2017-04-11,Id33,Grossiste,9,11
CDE - 000459,03/25/17,2017-04-06,Id26,Grossiste,9,5
CDE - 0001560,03/25/17,2017-04-11,Id35,Grossiste,4,6
CDE - 0002632,03/25/17,2017-04-07,Id46,Grossiste,5,7
CDE - 0002837,03/25/17,2017-04-02,Id33,Grossiste,10,5
CDE - 0003079,03/25/17,2017-03-31,Id45,Détaillant,5,8
CDE - 0005948,03/25/17,2017-04-02,Id34,Export,5,6
CDE - 0006426,03/25/17,2017-03-30,Id39,Grossiste,4,11
CDE - 0006522,03/25/17,2017-04-05,Id43,Grossiste,5,11
CDE - 0007361,03/25/17,2017-03-29,Id13,Grossiste,12,11
CDE - 000488,03/26/17,2017-04-02,Id41,Grossiste,6,7
CDE - 000837,03/26/17,2017-04-03,Id26,Export,1,9
CDE - 0001110,03/26/17,2017-04-03,Id3,Grossiste,1,11
CDE - 0002266,03/26/17,2017-04-13,Id16,Grossiste,9,6
CDE - 0002759,03/26/17,2017-03-29,Id3,Export,13,12
CDE - 0003789,03/26/17,2017-03-29,Id19,Grossiste,5,8
CDE - 0005194,03/26/17,2017-04-04,Id3,Export,9,12
CDE - 0005618,03/26/17,2017-03-29,Id50,Grossiste,9,7
CDE - 0006296,03/26/17,2017-04-05,Id15,Grossiste,3,12
CDE - 0006886,03/26/17,2017-04-12,Id50,Détaillant,4,8
CDE - 0007134,03/26/17,2017-04-03,Id12,Grossiste,5,9
CDE - 0001936,03/27/17,2017-04-10,Id31,Grossiste,1,8
CDE - 0002282,03/27/17,2017-03-31,Id39,Grossiste,13,9
CDE - 0002287,03/27/17,2017-03-31,Id24,Détaillant,1,10
CDE - 0002435,03/27/17,2017-04-07,Id29,Grossiste,1,8
CDE - 0003660,03/27/17,2017-04-14,Id21,Détaillant,10,9
CDE - 0003774,03/27/17,2017-04-03,Id10,Export,13,5
CDE - 0005404,03/27/17,2017-04-03,Id11,Grossiste,5,12
CDE - 0006106,03/27/17,2017-03-30,Id24,Grossiste,10,9
CDE - 0007329,03/27/17,2017-04-07,Id14,Grossiste,9,11
CDE - 000169,03/28/17,2017-04-04,Id1,Détaillant,13,5
CDE - 000276,03/28/17,2017-04-01,Id10,Export,13,7
CDE - 0001378,03/28/17,2017-04-09,Id19,Grossiste,13,11
CDE - 0001571,03/28/17,2017-04-11,Id5,Grossiste,4,6
CDE - 0001909,03/28/17,2017-04-06,Id42,Grossiste,5,12
CDE - 0003608,03/28/17,2017-04-01,Id45,Détaillant,5,9
CDE - 0004585,03/28/17,2017-04-08,Id8,Grossiste,4,6
CDE - 0004892,03/28/17,2017-04-05,Id17,Export,5,12
CDE - 0007088,03/28/17,2017-04-14,Id41,Détaillant,1,9
CDE - 0001835,03/29/17,2017-04-11,Id13,Grossiste,1,10
CDE - 0002257,03/29/17,2017-04-11,Id2,Grossiste,1,12
CDE - 0003372,03/29/17,2017-04-16,Id1,Export,1,11
CDE - 0003463,03/29/17,2017-04-16,Id29,Grossiste,1,8
CDE - 0003583,03/29/17,2017-04-01,Id19,Grossiste,10,10
CDE - 0005222,03/29/17,2017-04-09,Id9,Détaillant,4,12
CDE - 0006311,03/29/17,2017-04-10,Id49,Détaillant,1,7
CDE - 0007221,03/29/17,2017-04-04,Id14,Détaillant,9,8
CDE - 000230,03/30/17,2017-04-02,Id6,Grossiste,10,5
CDE - 0002418,03/30/17,2017-04-14,Id35,Export,5,7
CDE - 0003899,03/30/17,2017-04-10,Id1,Grossiste,1,6
CDE - 0005240,03/30/17,2017-04-11,Id19,Grossiste,9,7
CDE - 0005901,03/30/17,2017-04-09,Id5,Grossiste,4,7
CDE - 0006769,03/30/17,2017-04-14,Id13,Grossiste,1,11
CDE - 000930,03/31/17,2017-04-18,Id35,Export,1,12
CDE - 0001884,03/31/17,2017-04-14,Id43,Export,4,5
CDE - 0001894,03/31/17,2017-04-12,Id37,Grossiste,10,10
CDE - 0002213,03/31/17,2017-04-10,Id30,Grossiste,1,5
CDE - 0004415,03/31/17,2017-04-09,Id20,Détaillant,6,8
CDE - 0005168,03/31/17,2017-04-12,Id7,Détaillant,9,6
CDE - 0005189,03/31/17,2017-04-12,Id37,Grossiste,5,8
CDE - 0005397,03/31/17,2017-04-13,Id35,Export,1,9
CDE - 0005656,03/31/17,2017-04-06,Id5,Export,13,12
CDE - 0006413,03/31/17,2017-04-10,Id28,Grossiste,13,12
CDE - 0006869,03/31/17,2017-04-09,Id34,Détaillant,9,6
CDE - 0002427,04/01/17,2017-04-17,Id18,Grossiste,14,9
CDE - 0002469,04/01/17,2017-04-12,Id13,Détaillant,4,10
CDE - 0003153,04/01/17,2017-04-07,Id19,Grossiste,9,9
CDE - 0003447,04/01/17,2017-04-08,Id31,Grossiste,1,5
CDE - 0003546,04/01/17,2017-04-08,Id38,Grossiste,13,11
CDE - 0004106,04/01/17,2017-04-11,Id34,Détaillant,12,11
CDE - 0006047,04/01/17,2017-04-08,Id40,Grossiste,13,11
CDE - 0006484,04/01/17,2017-04-11,Id1,Grossiste,12,11
CDE - 0001883,04/02/17,2017-04-09,Id46,Grossiste,1,10
CDE - 0002203,04/02/17,2017-04-13,Id18,Grossiste,3,9
CDE - 0002593,04/02/17,2017-04-11,Id11,Grossiste,3,7
CDE - 0005176,04/02/17,2017-04-12,Id22,Grossiste,5,5
CDE - 0006810,04/02/17,2017-04-05,Id11,Détaillant,9,7
CDE - 0007494,04/02/17,2017-04-14,Id29,Grossiste,4,10
CDE - 0007564,04/02/17,2017-04-13,Id46,Grossiste,13,6
CDE - 0002523,04/03/17,2017-04-19,Id37,Export,13,5
CDE - 0003825,04/03/17,2017-04-13,Id35,Grossiste,13,11
CDE - 0003885,04/03/17,2017-04-10,Id10,Grossiste,4,8
CDE - 0006557,04/03/17,2017-04-13,Id50,Détaillant,5,8
CDE - 000740,04/04/17,2017-04-18,Id19,Détaillant,14,6
CDE - 0001243,04/04/17,2017-04-21,Id45,Grossiste,4,9
CDE - 0001413,04/04/17,2017-04-07,Id10,Export,3,7
CDE - 0001749,04/04/17,2017-04-16,Id38,Export,5,10
CDE - 0001930,04/04/17,2017-04-08,Id19,Détaillant,5,10
CDE - 0003827,04/04/17,2017-04-16,Id43,Export,10,10
CDE - 0004609,04/04/17,2017-04-20,Id44,Détaillant,4,7
CDE - 0004806,04/04/17,2017-04-10,Id29,Export,4,10
CDE - 0005214,04/04/17,2017-04-11,Id29,Grossiste,4,8
CDE - 0007704,04/04/17,2017-04-13,Id16,Grossiste,14,7
CDE - 000818,04/05/17,2017-04-20,Id42,Détaillant,6,8
CDE - 0001133,04/05/17,2017-04-18,Id3,Détaillant,13,5
CDE - 0002657,04/05/17,2017-04-20,Id30,Grossiste,14,5
CDE - 0002766,04/05/17,2017-04-19,Id21,Export,13,7
CDE - 0004697,04/05/17,2017-04-09,Id24,Grossiste,14,7
CDE - 0005840,04/05/17,2017-04-14,Id33,Export,5,12
CDE - 0006252,04/05/17,2017-04-17,Id14,Grossiste,6,9
CDE - 0007027,04/05/17,2017-04-10,Id27,Grossiste,4,12
CDE - 000354,04/06/17,2017-04-09,Id38,Détaillant,10,10
CDE - 000616,04/06/17,2017-04-14,Id16,Détaillant,9,7
CDE - 0002031,04/06/17,2017-04-18,Id43,Grossiste,3,11
CDE - 0004755,04/06/17,2017-04-21,Id26,Grossiste,12,8
CDE - 0005342,04/06/17,2017-04-23,Id30,Grossiste,3,10
CDE - 0005880,04/06/17,2017-04-14,Id50,Grossiste,13,12
CDE - 0006153,04/06/17,2017-04-18,Id8,Grossiste,13,11
CDE - 0007106,04/06/17,2017-04-15,Id43,Grossiste,1,11
CDE - 000239,04/07/17,2017-04-20,Id2,Grossiste,9,9
CDE - 000258,04/07/17,2017-04-21,Id28,Grossiste,14,11
CDE - 0001981,04/07/17,2017-04-14,Id5,Grossiste,13,11
CDE - 0002536,04/07/17,2017-04-23,Id30,Grossiste,13,12
CDE - 0002647,04/07/17,2017-04-25,Id44,Détaillant,6,12
CDE - 0004353,04/07/17,2017-04-25,Id37,Détaillant,5,11
CDE - 0005915,04/07/17,2017-04-14,Id15,Grossiste,10,10
CDE - 0005951,04/07/17,2017-04-21,Id36,Grossiste,13,8
CDE - 0006945,04/07/17,2017-04-19,Id35,Détaillant,5,6
CDE - 0007425,04/07/17,2017-04-25,Id28,Détaillant,1,7
CDE - 0004266,04/08/17,2017-04-17,Id8,Grossiste,4,11
CDE - 0004789,04/08/17,2017-04-13,Id14,Détaillant,14,6
CDE - 0006642,04/08/17,2017-04-21,Id27,Détaillant,4,7
CDE - 0007092,04/08/17,2017-04-14,Id43,Export,4,10
CDE - 0003163,04/09/17,2017-04-22,Id17,Grossiste,1,9
CDE - 0003230,04/09/17,2017-04-24,Id27,Grossiste,5,8
CDE - 0003878,04/09/17,2017-04-25,Id10,Export,5,5
CDE - 0005014,04/09/17,2017-04-16,Id1,Grossiste,9,9
CDE - 0005427,04/09/17,2017-04-13,Id50,Détaillant,13,5
CDE - 0003743,04/10/17,2017-04-24,Id18,Grossiste,9,5
CDE - 0005174,04/10/17,2017-04-27,Id18,Grossiste,3,5
CDE - 0005517,04/10/17,2017-04-20,Id11,Détaillant,5,12
CDE - 0006797,04/10/17,2017-04-21,Id18,Grossiste,10,6
CDE - 000603,04/11/17,2017-04-25,Id33,Grossiste,1,9
CDE - 0001222,04/11/17,2017-04-22,Id4,Export,5,6
CDE - 0001258,04/11/17,2017-04-26,Id42,Détaillant,5,6
CDE - 0002602,04/11/17,2017-04-15,Id48,Grossiste,5,7
CDE - 0002880,04/11/17,2017-04-24,Id43,Grossiste,12,7
CDE - 0003309,04/11/17,2017-04-20,Id37,Export,1,7
CDE - 0003987,04/11/17,2017-04-15,Id33,Grossiste,10,11
CDE - 0004096,04/11/17,2017-04-20,Id29,Grossiste,5,10
CDE - 0004733,04/11/17,2017-04-17,Id9,Export,6,12
CDE - 0004777,04/11/17,2017-04-29,Id3,Grossiste,3,6
CDE - 0005878,04/11/17,2017-04-25,Id24,Détaillant,13,5
CDE - 0007736,04/11/17,2017-04-27,Id36,Export,3,6
CDE - 0002012,04/12/17,2017-04-28,Id35,Détaillant,5,11
CDE - 0005950,04/12/17,2017-04-23,Id44,Détaillant,6,9
CDE - 0006058,04/12/17,2017-04-24,Id39,Export,5,10
CDE - 0006789,04/12/17,2017-04-21,Id12,Détaillant,14,6
CDE - 0007528,04/12/17,2017-04-25,Id33,Grossiste,13,6
CDE - 000246,04/13/17,2017-04-29,Id42,Grossiste,10,7
CDE - 000791,04/13/17,2017-04-16,Id20,Export,6,5
CDE - 0005805,04/13/17,2017-04-20,Id22,Grossiste,3,5
CDE - 0006034,04/13/17,2017-04-25,Id20,Grossiste,3,12
CDE - 0006801,04/13/17,2017-04-17,Id14,Détaillant,1,9
CDE - 0007255,04/13/17,2017-04-20,Id28,Export,1,8
CDE - 0007621,04/13/17,2017-04-27,Id4,Détaillant,1,7
CDE - 0002498,04/14/17,2017-04-29,Id30,Grossiste,4,9
CDE - 0003158,04/14/17,2017-04-21,Id23,Détaillant,1,5
CDE - 0003965,04/14/17,2017-04-22,Id16,Détaillant,14,11
CDE - 0006284,04/14/17,2017-04-18,Id37,Grossiste,1,5
CDE - 0007637,04/14/17,2017-04-18,Id7,Détaillant,5,12
CDE - 0007784,04/14/17,2017-04-28,Id38,Grossiste,1,7
CDE - 000862,04/15/17,2017-05-01,Id47,Grossiste,4,11
CDE - 0001408,04/15/17,2017-04-20,Id13,Export,5,11
CDE - 0002094,04/15/17,2017-04-28,Id19,Grossiste,6,8
CDE - 0002151,04/15/17,2017-04-20,Id37,Grossiste,5,9
CDE - 0003092,04/15/17,2017-05-02,Id48,Grossiste,3,5
CDE - 0005145,04/15/17,2017-04-23,Id41,Détaillant,3,12
CDE - 0005167,04/15/17,2017-04-22,Id37,Détaillant,1,5
CDE - 0006757,04/15/17,2017-05-03,Id43,Détaillant,4,6
CDE - 0007750,04/15/17,2017-04-22,Id34,Grossiste,1,7
CDE - 000180,04/16/17,2017-04-28,Id5,Export,1,5
CDE - 000250,04/16/17,2017-04-20,Id17,Grossiste,1,11
CDE - 0001682,04/16/17,2017-04-30,Id22,Détaillant,13,5
CDE - 0002128,04/16/17,2017-04-26,Id43,Export,3,8
CDE - 0007573,04/16/17,2017-05-03,Id32,Grossiste,9,12
