N° de Commande,Date de Commande,Date de Livraison,Id Client,Canal,Id Produit,Quantité
CDE - 0006745,03/02/19,2019-03-11,39,Grossiste,11,11
CDE - 0003002,03/03/19,2019-03-16,8,Détaillant,2,5
CDE - 0003459,03/03/19,2019-03-10,47,Export,9,9
CDE - 0003967,03/03/19,2019-03-09,4,Grossiste,1,9
CDE - 0004134,03/03/19,2019-03-21,29,Détaillant,7,9
CDE - 0004403,03/03/19,2019-03-09,6,Grossiste,9,9
CDE - 0004712,03/03/19,2019-03-16,25,Grossiste,6,11
CDE - 0004721,03/03/19,2019-03-12,21,Export,2,12
CDE - 0006204,03/03/19,2019-03-08,21,Grossiste,1,10
CDE - 0006824,03/03/19,2019-03-20,46,Grossiste,13,8
CDE - 0007463,03/03/19,2019-03-17,37,Grossiste,2,10
CDE - 0007513,03/03/19,2019-03-12,10,Détaillant,1,7
CDE - 0007615,03/03/19,2019-03-13,19,Grossiste,11,6
CDE - 0002961,03/04/19,2019-03-08,11,Détaillant,14,5
CDE - 0003135,03/04/19,2019-03-07,45,Export,11,6
CDE - 0005877,03/04/19,2019-03-17,32,Grossiste,11,5
CDE - 0006830,03/04/19,2019-03-07,10,Détaillant,2,5
CDE - 0007034,03/04/19,2019-03-14,35,Grossiste,2,8
CDE - 0001096,03/05/19,2019-03-17,30,Export,11,11
CDE - 0001919,03/05/19,2019-03-13,4,Détaillant,4,5
CDE - 0002313,03/05/19,2019-03-23,10,Grossiste,11,11
CDE - 0004974,03/05/19,2019-03-21,36,Grossiste,2,6
CDE - 0005564,03/05/19,2019-03-20,1,Grossiste,7,7
CDE - 0005755,03/05/19,2019-03-15,5,Grossiste,2,6
CDE - 0006456,03/05/19,2019-03-08,21,Grossiste,13,7
CDE - 0006490,03/05/19,2019-03-13,7,Grossiste,13,12
CDE - 000927,03/06/19,2019-03-24,32,Détaillant,13,6
CDE - 0001642,03/06/19,2019-03-17,34,Détaillant,7,5
CDE - 0002320,03/06/19,2019-03-11,44,Détaillant,2,5
CDE - 0002333,03/06/19,2019-03-17,37,Détaillant,13,7
CDE - 0002718,03/06/19,2019-03-09,18,Grossiste,6,6
CDE - 0003532,03/06/19,2019-03-15,11,Grossiste,12,8
CDE - 0003953,03/06/19,2019-03-17,16,Grossiste,2,10
CDE - 0005102,03/06/19,2019-03-15,16,Détaillant,4,10
CDE - 0006828,03/06/19,2019-03-13,42,Grossiste,7,6
CDE - 0007017,03/06/19,2019-03-23,2,Détaillant,1,9
CDE - 000803,03/07/19,2019-03-19,16,Détaillant,1,9
CDE - 0002241,03/07/19,2019-03-12,9,Export,1,10
CDE - 0003617,03/07/19,2019-03-10,10,Détaillant,5,11
CDE - 0004963,03/07/19,2019-03-23,26,Export,6,9
CDE - 0005069,03/07/19,2019-03-10,12,Grossiste,7,8
CDE - 0006857,03/07/19,2019-03-23,22,Grossiste,11,12
CDE - 0007259,03/07/19,2019-03-25,23,Export,6,12
CDE - 0007312,03/07/19,2019-03-21,22,Grossiste,8,6
CDE - 0007469,03/07/19,2019-03-24,27,Export,10,11
CDE - 0003205,03/08/19,2019-03-21,21,Export,2,9
CDE - 0003431,03/08/19,2019-03-14,19,Grossiste,2,6
CDE - 0004303,03/08/19,2019-03-19,5,Grossiste,12,8
CDE - 0004605,03/08/19,2019-03-11,49,Détaillant,7,5
CDE - 0005369,03/08/19,2019-03-24,49,Détaillant,1,11
CDE - 0006990,03/08/19,2019-03-24,47,Export,11,7
CDE - 0007307,03/08/19,2019-03-18,21,Grossiste,11,12
CDE - 0001194,03/09/19,2019-03-26,41,Grossiste,9,6
CDE - 0002089,03/09/19,2019-03-25,41,Détaillant,1,6
CDE - 0003228,03/09/19,2019-03-25,1,Export,7,6
CDE - 000451,03/10/19,2019-03-27,10,Grossiste,9,9
CDE - 000457,03/10/19,2019-03-28,11,Grossiste,2,9
CDE - 0001349,03/10/19,2019-03-21,25,Grossiste,7,7
CDE - 0004093,03/10/19,2019-03-14,20,Détaillant,11,12
CDE - 0005228,03/10/19,2019-03-16,32,Export,2,6
CDE - 0002840,03/11/19,2019-03-17,46,Grossiste,5,9
CDE - 0003162,03/11/19,2019-03-24,35,Grossiste,13,11
CDE - 0003357,03/11/19,2019-03-26,22,Grossiste,1,12
CDE - 0003392,03/11/19,2019-03-15,22,Grossiste,7,12
CDE - 0007521,03/11/19,2019-03-21,12,Détaillant,9,7
CDE - 0001799,03/12/19,2019-03-24,8,Détaillant,1,8
CDE - 0001814,03/12/19,2019-03-19,10,Grossiste,7,11
CDE - 0004158,03/12/19,2019-03-30,5,Grossiste,10,5
CDE - 0004625,03/12/19,2019-03-30,11,Détaillant,10,7
CDE - 0004768,03/12/19,2019-03-23,19,Grossiste,8,12
CDE - 0006952,03/12/19,2019-03-28,27,Export,1,11
CDE - 0007954,03/12/19,2019-03-21,30,Grossiste,3,9
CDE - 0002391,03/13/19,2019-03-26,12,Export,1,11
CDE - 0005058,03/13/19,2019-03-18,20,Grossiste,13,8
CDE - 000353,03/14/19,2019-03-27,26,Grossiste,7,6
CDE - 0001945,03/14/19,2019-03-20,4,Export,7,12
CDE - 0002175,03/14/19,2019-03-28,38,Grossiste,13,7
CDE - 0003046,03/14/19,2019-03-20,19,Grossiste,7,5
CDE - 0005625,03/14/19,2019-03-18,10,Détaillant,7,10
CDE - 0006843,03/14/19,2019-03-19,32,Grossiste,9,10
CDE - 0007290,03/14/19,2019-04-01,37,Grossiste,1,11
CDE - 0007387,03/14/19,2019-03-29,14,Grossiste,9,8
CDE - 000349,03/15/19,2019-03-21,12,Export,13,8
CDE - 0002686,03/15/19,2019-03-24,10,Détaillant,1,11
CDE - 0003493,03/15/19,2019-03-28,38,Export,7,8
CDE - 0005273,03/15/19,2019-03-22,17,Export,2,6
CDE - 0005690,03/15/19,2019-03-30,13,Grossiste,1,5
CDE - 0005709,03/15/19,2019-04-02,19,Grossiste,7,12
CDE - 000328,03/16/19,2019-03-20,28,Détaillant,5,10
CDE - 000734,03/16/19,2019-03-31,2,Export,5,5
CDE - 0001214,03/16/19,2019-03-29,24,Grossiste,2,7
CDE - 0001629,03/16/19,2019-03-23,17,Détaillant,7,8
CDE - 0004602,03/16/19,2019-03-28,44,Grossiste,5,5
CDE - 0004873,03/16/19,2019-03-27,25,Grossiste,11,8
CDE - 0005583,03/16/19,2019-04-02,12,Grossiste,1,7
CDE - 000585,03/17/19,2019-04-01,29,Grossiste,11,9
CDE - 0002988,03/17/19,2019-04-02,23,Grossiste,7,8
CDE - 0003188,03/17/19,2019-04-02,50,Export,7,6
CDE - 0003460,03/17/19,2019-03-26,19,Grossiste,7,6
CDE - 0003543,03/17/19,2019-03-25,15,Grossiste,1,9
CDE - 0004147,03/17/19,2019-04-03,28,Grossiste,7,12
CDE - 0004930,03/17/19,2019-04-03,8,Grossiste,7,12
CDE - 0006424,03/17/19,2019-03-27,2,Détaillant,5,10
CDE - 0006917,03/17/19,2019-03-29,32,Grossiste,11,9
CDE - 0004177,03/18/19,2019-03-28,36,Grossiste,4,10
CDE - 0005408,03/18/19,2019-03-25,39,Grossiste,9,11
CDE - 0006190,03/18/19,2019-03-24,12,Détaillant,11,11
CDE - 0008024,03/18/19,2019-04-02,16,Grossiste,1,7
CDE - 000254,03/19/19,2019-03-23,9,Grossiste,10,5
CDE - 0001333,03/19/19,2019-04-01,30,Grossiste,5,6
CDE - 0002247,03/19/19,2019-04-01,46,Export,8,8
CDE - 0002688,03/19/19,2019-04-02,36,Détaillant,7,12
CDE - 0002984,03/19/19,2019-04-01,27,Détaillant,11,10
CDE - 0003596,03/19/19,2019-03-26,28,Grossiste,11,5
CDE - 0004795,03/19/19,2019-03-28,27,Export,1,11
CDE - 0004956,03/19/19,2019-03-23,10,Export,7,10
CDE - 0005047,03/19/19,2019-04-04,1,Grossiste,7,5
CDE - 0005135,03/19/19,2019-03-26,21,Grossiste,13,9
CDE - 0005202,03/19/19,2019-03-22,25,Détaillant,2,8
CDE - 0005340,03/19/19,2019-03-31,31,Export,2,7
CDE - 0007043,03/19/19,2019-03-23,7,Détaillant,11,10
CDE - 0001593,03/20/19,2019-04-02,36,Détaillant,2,9
CDE - 0002512,03/20/19,2019-04-01,22,Détaillant,7,5
CDE - 0002923,03/20/19,2019-03-29,35,Détaillant,6,11
CDE - 0006200,03/20/19,2019-04-03,26,Détaillant,11,6
CDE - 0006821,03/20/19,2019-04-06,3,Grossiste,5,11
CDE - 0007748,03/20/19,2019-03-27,15,Détaillant,1,11
CDE - 000350,03/21/19,2019-04-01,17,Détaillant,1,12
CDE - 000516,03/21/19,2019-03-25,15,Grossiste,7,12
CDE - 0002132,03/21/19,2019-04-07,3,Grossiste,3,7
CDE - 0003805,03/21/19,2019-03-24,27,Grossiste,11,11
CDE - 0005714,03/21/19,2019-03-25,24,Grossiste,7,10
CDE - 0006748,03/21/19,2019-03-27,29,Détaillant,5,12
CDE - 0008052,03/21/19,2019-03-24,41,Export,5,9
CDE - 000216,03/22/19,2019-04-02,18,Détaillant,7,5
CDE - 0002095,03/22/19,2019-03-25,18,Détaillant,5,6
CDE - 0003451,03/22/19,2019-03-30,48,Grossiste,11,11
CDE - 0004618,03/22/19,2019-04-08,49,Grossiste,9,8
CDE - 0006159,03/22/19,2019-03-31,36,Grossiste,5,8
CDE - 0002747,03/23/19,2019-04-05,21,Export,3,12
CDE - 0005978,03/23/19,2019-03-29,7,Grossiste,11,10
CDE - 000272,03/24/19,2019-03-27,30,Grossiste,12,9
CDE - 000804,03/24/19,2019-04-02,13,Détaillant,5,7
CDE - 0002079,03/24/19,2019-04-02,34,Grossiste,5,5
CDE - 0002148,03/24/19,2019-04-06,49,Détaillant,2,7
CDE - 0002368,03/24/19,2019-04-08,5,Détaillant,5,11
CDE - 0002821,03/24/19,2019-04-10,26,Grossiste,7,6
CDE - 0005573,03/24/19,2019-04-06,46,Grossiste,1,5
CDE - 0005636,03/24/19,2019-03-31,29,Grossiste,6,12
CDE - 0006150,03/24/19,2019-04-09,38,Grossiste,1,8
CDE - 0007083,03/24/19,2019-04-10,2,Grossiste,5,11
CDE - 0007173,03/24/19,2019-04-11,48,Grossiste,7,12
CDE - 0007834,03/24/19,2019-04-04,28,Détaillant,8,8
CDE - 000395,03/25/19,2019-04-01,44,Grossiste,4,5
CDE - 0001056,03/25/19,2019-04-07,50,Détaillant,11,5
CDE - 0002399,03/25/19,2019-04-07,2,Détaillant,7,6
CDE - 0003849,03/25/19,2019-04-12,5,Export,1,5
CDE - 0004776,03/25/19,2019-04-12,21,Grossiste,1,5
CDE - 0005818,03/25/19,2019-04-08,4,Grossiste,3,12
CDE - 0006535,03/25/19,2019-04-07,40,Grossiste,2,10
CDE - 0006872,03/25/19,2019-04-06,35,Détaillant,13,8
CDE - 000404,03/26/19,2019-04-04,36,Grossiste,2,11
CDE - 0001298,03/26/19,2019-03-30,33,Détaillant,5,12
CDE - 0002160,03/26/19,2019-04-06,47,Détaillant,1,5
CDE - 0003116,03/26/19,2019-04-10,48,Export,11,12
CDE - 0003548,03/26/19,2019-04-12,41,Export,9,7
CDE - 0003681,03/26/19,2019-04-01,36,Grossiste,1,7
CDE - 0004666,03/26/19,2019-04-02,27,Détaillant,1,9
CDE - 0004670,03/26/19,2019-04-08,49,Détaillant,1,12
CDE - 0006051,03/26/19,2019-03-29,24,Grossiste,7,7
CDE - 0007503,03/26/19,2019-04-12,28,Grossiste,7,8
CDE - 0007652,03/26/19,2019-04-01,47,Grossiste,5,12
CDE - 0008057,03/26/19,2019-04-01,8,Détaillant,2,9
CDE - 0008062,03/26/19,2019-04-12,45,Grossiste,13,10
CDE - 000240,03/27/19,2019-03-31,18,Grossiste,1,6
CDE - 0003674,03/27/19,2019-04-06,49,Grossiste,2,8
CDE - 0003790,03/27/19,2019-04-03,36,Export,7,7
CDE - 0005769,03/27/19,2019-04-07,7,Détaillant,11,7
CDE - 000641,03/28/19,2019-04-14,10,Grossiste,1,5
CDE - 000699,03/28/19,2019-04-13,16,Détaillant,6,5
CDE - 0001362,03/28/19,2019-04-07,16,Grossiste,2,12
CDE - 0002001,03/28/19,2019-04-08,40,Grossiste,2,5
CDE - 0002483,03/28/19,2019-04-15,19,Grossiste,5,9
CDE - 0002945,03/28/19,2019-04-14,3,Détaillant,5,12
CDE - 0003161,03/28/19,2019-04-10,34,Détaillant,7,8
CDE - 0004262,03/28/19,2019-04-10,10,Grossiste,4,8
CDE - 0004338,03/28/19,2019-04-01,17,Grossiste,3,11
CDE - 0007678,03/28/19,2019-04-08,18,Grossiste,1,6
CDE - 000480,03/29/19,2019-04-10,13,Grossiste,10,12
CDE - 000758,03/29/19,2019-04-01,44,Détaillant,1,12
CDE - 000966,03/29/19,2019-04-14,31,Grossiste,14,5
CDE - 0001482,03/29/19,2019-04-01,8,Grossiste,7,6
CDE - 0002225,03/29/19,2019-04-15,26,Grossiste,2,7
CDE - 0002250,03/29/19,2019-04-16,41,Grossiste,9,8
CDE - 0002661,03/29/19,2019-04-02,33,Grossiste,2,7
CDE - 0002730,03/29/19,2019-04-15,4,Grossiste,5,8
CDE - 0004117,03/29/19,2019-04-09,40,Grossiste,6,8
CDE - 0005432,03/29/19,2019-04-04,26,Détaillant,1,6
CDE - 0006269,03/29/19,2019-04-09,46,Détaillant,2,9
CDE - 0008082,03/29/19,2019-04-13,12,Détaillant,2,11
CDE - 000108,03/30/19,2019-04-05,9,Détaillant,1,10
CDE - 000772,03/30/19,2019-04-10,14,Grossiste,10,10
CDE - 0004559,03/30/19,2019-04-11,5,Grossiste,2,5
CDE - 0005086,03/30/19,2019-04-09,19,Grossiste,7,10
CDE - 0005103,03/30/19,2019-04-05,10,Grossiste,11,9
CDE - 0007174,03/30/19,2019-04-04,34,Grossiste,1,12
CDE - 000596,03/31/19,2019-04-09,2,Détaillant,9,6
CDE - 0002147,03/31/19,2019-04-03,43,Grossiste,7,7
CDE - 0003003,03/31/19,2019-04-03,19,Détaillant,7,7
CDE - 0003907,03/31/19,2019-04-09,13,Détaillant,2,12
CDE - 0005894,03/31/19,2019-04-06,30,Détaillant,9,10
CDE - 0007402,03/31/19,2019-04-06,11,Détaillant,14,6
CDE - 0007485,03/31/19,2019-04-09,34,Détaillant,7,11
CDE - 0003414,04/01/19,2019-04-13,31,Grossiste,2,11
CDE - 0004436,04/01/19,2019-04-11,16,Grossiste,4,10
CDE - 0004925,04/01/19,2019-04-11,13,Détaillant,7,11
CDE - 0005380,04/01/19,2019-04-14,37,Grossiste,5,12
CDE - 0005581,04/01/19,2019-04-08,20,Grossiste,7,6
CDE - 0006077,04/01/19,2019-04-19,41,Détaillant,5,11
CDE - 0006615,04/01/19,2019-04-05,42,Grossiste,11,5
CDE - 000675,04/02/19,2019-04-11,2,Grossiste,7,9
CDE - 0001476,04/02/19,2019-04-12,15,Export,7,5
CDE - 0002278,04/02/19,2019-04-07,50,Grossiste,7,6
CDE - 0002690,04/02/19,2019-04-19,46,Grossiste,9,10
CDE - 0003512,04/02/19,2019-04-19,26,Détaillant,7,9
CDE - 0003575,04/02/19,2019-04-17,3,Export,2,10
CDE - 0005258,04/02/19,2019-04-20,14,Export,13,11
CDE - 0005833,04/02/19,2019-04-06,9,Grossiste,11,7
CDE - 0006795,04/02/19,2019-04-15,23,Export,2,8
CDE - 0007964,04/02/19,2019-04-13,41,Grossiste,8,7
CDE - 0001054,04/03/19,2019-04-21,49,Détaillant,5,10
CDE - 0001507,04/03/19,2019-04-16,2,Détaillant,11,12
CDE - 0003368,04/03/19,2019-04-20,2,Grossiste,1,7
CDE - 0006762,04/03/19,2019-04-19,10,Grossiste,2,6
CDE - 0006784,04/03/19,2019-04-13,35,Détaillant,2,12
CDE - 0007375,04/03/19,2019-04-18,5,Détaillant,5,12
CDE - 0002142,04/04/19,2019-04-10,35,Grossiste,5,11
CDE - 0004509,04/04/19,2019-04-14,39,Grossiste,1,6
CDE - 0004521,04/04/19,2019-04-16,30,Détaillant,1,8
CDE - 0004676,04/04/19,2019-04-07,23,Export,5,8
CDE - 0006276,04/04/19,2019-04-11,4,Grossiste,2,10
CDE - 0007130,04/04/19,2019-04-12,48,Détaillant,2,8
CDE - 0001020,04/05/19,2019-04-16,3,Détaillant,4,10
CDE - 0001497,04/05/19,2019-04-16,6,Grossiste,2,6
CDE - 0005351,04/05/19,2019-04-09,27,Grossiste,5,11
CDE - 0005691,04/05/19,2019-04-19,46,Grossiste,2,5
CDE - 0005849,04/05/19,2019-04-16,18,Grossiste,2,5
CDE - 000122,04/06/19,2019-04-10,14,Export,2,12
CDE - 000769,04/06/19,2019-04-23,36,Grossiste,6,10
CDE - 0001905,04/06/19,2019-04-10,43,Grossiste,9,9
CDE - 0001938,04/06/19,2019-04-11,35,Grossiste,13,6
CDE - 0002715,04/06/19,2019-04-20,27,Grossiste,11,6
CDE - 0005091,04/06/19,2019-04-22,45,Export,2,9
CDE - 0005470,04/06/19,2019-04-14,23,Export,2,7
CDE - 0006446,04/06/19,2019-04-11,29,Détaillant,2,8
CDE - 0006483,04/06/19,2019-04-17,25,Grossiste,7,8
CDE - 0006913,04/06/19,2019-04-23,18,Détaillant,2,11
CDE - 0007885,04/06/19,2019-04-17,13,Détaillant,5,5
CDE - 0001115,04/07/19,2019-04-17,14,Grossiste,1,12
CDE - 0004538,04/07/19,2019-04-15,34,Grossiste,1,9
CDE - 0004569,04/07/19,2019-04-20,42,Grossiste,11,7
CDE - 0007175,04/07/19,2019-04-23,33,Grossiste,9,11
CDE - 0007974,04/07/19,2019-04-20,38,Grossiste,5,8
CDE - 000498,04/08/19,2019-04-21,3,Grossiste,1,5
CDE - 000720,04/08/19,2019-04-19,36,Export,7,10
CDE - 0001199,04/08/19,2019-04-17,4,Grossiste,11,6
CDE - 0002071,04/08/19,2019-04-22,20,Grossiste,12,7
CDE - 0003115,04/08/19,2019-04-12,11,Export,7,12
CDE - 0003193,04/08/19,2019-04-24,15,Détaillant,11,8
CDE - 0003274,04/08/19,2019-04-19,24,Grossiste,2,12
CDE - 0005649,04/08/19,2019-04-15,40,Grossiste,1,9
CDE - 0006430,04/08/19,2019-04-13,50,Détaillant,9,10
CDE - 0007430,04/08/19,2019-04-20,49,Détaillant,7,8
CDE - 0007471,04/08/19,2019-04-25,38,Grossiste,1,5
CDE - 0007594,04/08/19,2019-04-17,47,Grossiste,9,9
CDE - 000634,04/09/19,2019-04-15,10,Grossiste,1,5
CDE - 000915,04/09/19,2019-04-26,8,Grossiste,1,9
CDE - 0001686,04/09/19,2019-04-15,17,Détaillant,1,9
CDE - 0001968,04/09/19,2019-04-19,23,Grossiste,7,9
CDE - 0003678,04/09/19,2019-04-19,12,Grossiste,10,5
CDE - 0004092,04/09/19,2019-04-23,47,Grossiste,7,8
CDE - 0005807,04/09/19,2019-04-19,1,Grossiste,8,11
CDE - 0006155,04/09/19,2019-04-20,35,Grossiste,1,7
CDE - 0007610,04/09/19,2019-04-19,6,Détaillant,1,9
CDE - 000432,04/10/19,2019-04-21,19,Détaillant,11,6
CDE - 0001361,04/10/19,2019-04-23,34,Grossiste,2,8
CDE - 0003946,04/10/19,2019-04-16,42,Export,13,10
CDE - 0004412,04/10/19,2019-04-14,50,Détaillant,1,9
CDE - 0004710,04/10/19,2019-04-13,35,Grossiste,1,11
CDE - 0005286,04/10/19,2019-04-18,35,Export,7,6
CDE - 0005360,04/10/19,2019-04-25,3,Export,2,11
CDE - 0005864,04/10/19,2019-04-13,17,Grossiste,1,5
CDE - 0006373,04/10/19,2019-04-15,36,Grossiste,4,10
CDE - 0006452,04/10/19,2019-04-25,46,Grossiste,2,7
CDE - 000731,04/11/19,2019-04-16,26,Grossiste,2,7
CDE - 0001535,04/11/19,2019-04-23,28,Grossiste,2,6
CDE - 0002332,04/11/19,2019-04-29,6,Grossiste,1,8
CDE - 0002529,04/11/19,2019-04-22,49,Grossiste,7,7
CDE - 0002567,04/11/19,2019-04-14,23,Détaillant,2,5
CDE - 0002603,04/11/19,2019-04-18,17,Détaillant,4,9
CDE - 0006092,04/11/19,2019-04-16,30,Détaillant,11,5
CDE - 0006312,04/11/19,2019-04-26,29,Détaillant,9,12
CDE - 0006317,04/11/19,2019-04-15,36,Export,5,6
CDE - 000698,04/12/19,2019-04-25,9,Grossiste,11,11
CDE - 0002330,04/12/19,2019-04-30,40,Grossiste,7,5
CDE - 0002429,04/12/19,2019-04-19,33,Grossiste,7,9
CDE - 0002969,04/12/19,2019-04-25,27,Détaillant,7,11
CDE - 0004163,04/12/19,2019-04-15,24,Export,11,7
CDE - 0004422,04/12/19,2019-04-15,8,Détaillant,7,12
CDE - 0004811,04/12/19,2019-04-21,20,Grossiste,5,7
CDE - 0004951,04/12/19,2019-04-17,42,Grossiste,7,11
CDE - 0006102,04/12/19,2019-04-24,23,Détaillant,1,6
CDE - 0006138,04/12/19,2019-04-28,41,Détaillant,2,5
CDE - 0007146,04/12/19,2019-04-28,2,Export,1,8
CDE - 000685,04/13/19,2019-04-19,22,Grossiste,5,8
CDE - 0001089,04/13/19,2019-04-24,16,Grossiste,1,7
CDE - 0001292,04/13/19,2019-04-24,48,Grossiste,11,10
CDE - 0001503,04/13/19,2019-04-17,9,Grossiste,11,12
CDE - 0001771,04/13/19,2019-04-17,17,Grossiste,1,10
CDE - 0002181,04/13/19,2019-04-22,33,Grossiste,2,5
CDE - 0002522,04/13/19,2019-04-28,33,Grossiste,11,12
CDE - 0002769,04/13/19,2019-04-20,47,Détaillant,3,10
CDE - 0003277,04/13/19,2019-04-29,34,Détaillant,7,12
CDE - 0004169,04/13/19,2019-04-18,50,Grossiste,1,9
CDE - 0005411,04/13/19,2019-04-22,45,Export,7,6
CDE - 0005428,04/13/19,2019-05-01,3,Grossiste,1,5
CDE - 0006781,04/13/19,2019-04-20,32,Grossiste,8,8
CDE - 0007436,04/13/19,2019-04-24,6,Grossiste,2,11
CDE - 000106,04/14/19,2019-04-23,21,Grossiste,5,6
CDE - 0001432,04/14/19,2019-04-22,38,Détaillant,5,12
CDE - 0001565,04/14/19,2019-04-24,3,Grossiste,14,6
CDE - 0002124,04/14/19,2019-04-30,32,Grossiste,2,10
CDE - 0003094,04/14/19,2019-05-01,25,Détaillant,5,6
CDE - 0003176,04/14/19,2019-04-27,17,Grossiste,2,7
CDE - 0005458,04/14/19,2019-04-21,10,Grossiste,5,9
CDE - 0005949,04/14/19,2019-04-18,27,Grossiste,5,11
CDE - 0006358,04/14/19,2019-04-28,7,Grossiste,2,6
CDE - 0007732,04/14/19,2019-05-02,42,Grossiste,1,8
CDE - 0002065,04/15/19,2019-04-28,31,Export,11,11
CDE - 0002355,04/15/19,2019-04-23,3,Détaillant,5,6
CDE - 0002545,04/15/19,2019-04-18,42,Grossiste,2,12
CDE - 0006261,04/15/19,2019-04-21,5,Grossiste,5,6
CDE - 0006476,04/15/19,2019-05-02,13,Export,1,11
CDE - 0001094,04/16/19,2019-04-22,31,Grossiste,13,7
CDE - 0001978,04/16/19,2019-05-01,36,Détaillant,5,12
CDE - 0002728,04/16/19,2019-04-19,47,Détaillant,11,11
CDE - 0004162,04/16/19,2019-04-24,26,Grossiste,2,5
CDE - 0006108,04/16/19,2019-05-04,47,Détaillant,11,12
CDE - 0001093,04/17/19,2019-04-26,41,Grossiste,7,12
CDE - 0002166,04/17/19,2019-04-27,16,Export,5,11
CDE - 0003741,04/17/19,2019-04-21,19,Détaillant,9,12
CDE - 0004049,04/17/19,2019-04-27,34,Grossiste,2,7
CDE - 0007426,04/17/19,2019-04-22,1,Export,7,6
CDE - 0007938,04/17/19,2019-04-22,6,Grossiste,1,12
CDE - 0001425,04/18/19,2019-04-25,2,Grossiste,1,6
CDE - 0001480,04/18/19,2019-04-24,32,Export,13,12
CDE - 0001519,04/18/19,2019-04-23,35,Détaillant,1,9
CDE - 0002611,04/18/19,2019-04-28,39,Grossiste,2,8
CDE - 0003544,04/18/19,2019-05-03,12,Détaillant,1,11
CDE - 0003939,04/18/19,2019-05-05,46,Détaillant,7,11
CDE - 0004057,04/18/19,2019-04-24,15,Grossiste,1,8
CDE - 0004557,04/18/19,2019-04-22,31,Détaillant,2,8
CDE - 0004860,04/18/19,2019-04-24,11,Grossiste,9,10
CDE - 0005701,04/18/19,2019-04-27,1,Détaillant,7,10
CDE - 0007292,04/18/19,2019-05-01,50,Grossiste,9,7
CDE - 0007393,04/18/19,2019-05-05,15,Export,13,8
CDE - 0001108,04/19/19,2019-04-27,45,Grossiste,7,6
CDE - 0001863,04/19/19,2019-05-02,20,Détaillant,13,9
CDE - 0003284,04/19/19,2019-05-05,50,Grossiste,11,8
CDE - 0004188,04/19/19,2019-05-01,44,Détaillant,12,9
CDE - 0007004,04/19/19,2019-05-02,1,Grossiste,11,10
CDE - 000928,04/20/19,2019-04-29,17,Grossiste,2,11
CDE - 0001161,04/20/19,2019-05-04,9,Grossiste,12,11
CDE - 0001223,04/20/19,2019-04-26,40,Grossiste,1,9
CDE - 0001776,04/20/19,2019-04-27,7,Détaillant,11,9
CDE - 0002209,04/20/19,2019-05-03,3,Export,11,8
CDE - 0003305,04/20/19,2019-05-02,12,Grossiste,9,6
CDE - 0003402,04/20/19,2019-05-02,32,Grossiste,13,6
CDE - 0003911,04/20/19,2019-05-05,10,Grossiste,1,6
CDE - 0005473,04/20/19,2019-04-29,18,Grossiste,11,10
CDE - 0005995,04/20/19,2019-05-07,21,Détaillant,6,6
CDE - 0006208,04/20/19,2019-04-24,40,Grossiste,2,6
CDE - 0007691,04/20/19,2019-04-24,14,Grossiste,6,7
CDE - 000624,04/21/19,2019-05-06,29,Grossiste,1,11
CDE - 0001460,04/21/19,2019-05-07,31,Grossiste,11,11
CDE - 0002101,04/21/19,2019-04-28,5,Grossiste,1,7
CDE - 0004505,04/21/19,2019-04-25,49,Détaillant,7,7
CDE - 0005683,04/21/19,2019-05-04,45,Grossiste,1,7
CDE - 0006532,04/21/19,2019-04-26,32,Export,7,10
CDE - 0007143,04/21/19,2019-05-08,49,Grossiste,6,10
CDE - 0007946,04/21/19,2019-04-30,27,Détaillant,1,8
CDE - 000330,04/22/19,2019-05-05,49,Détaillant,1,8
CDE - 0004944,04/22/19,2019-05-06,30,Détaillant,11,5
CDE - 0005288,04/22/19,2019-04-30,17,Détaillant,5,7
CDE - 0005959,04/22/19,2019-05-08,49,Grossiste,2,11
CDE - 000533,04/23/19,2019-05-08,12,Grossiste,2,6
CDE - 000993,04/23/19,2019-04-28,22,Grossiste,5,9
CDE - 0004263,04/23/19,2019-05-07,26,Grossiste,4,7
CDE - 0004440,04/23/19,2019-05-05,3,Détaillant,10,12
CDE - 0006123,04/23/19,2019-05-05,46,Détaillant,2,9
CDE - 0007735,04/23/19,2019-04-27,6,Grossiste,11,11
CDE - 000214,04/24/19,2019-04-30,25,Grossiste,8,6
CDE - 0003292,04/24/19,2019-05-03,19,Grossiste,13,6
CDE - 0003931,04/24/19,2019-05-01,18,Détaillant,7,7
CDE - 0004489,04/24/19,2019-05-12,13,Grossiste,5,8
CDE - 0005788,04/24/19,2019-04-29,43,Détaillant,1,11
CDE - 0005845,04/24/19,2019-05-05,10,Grossiste,1,11
CDE - 0008007,04/24/19,2019-05-11,38,Grossiste,7,9
CDE - 000173,04/25/19,2019-05-11,17,Détaillant,7,6
CDE - 000401,04/25/19,2019-05-07,38,Grossiste,2,7
CDE - 0002015,04/25/19,2019-05-09,39,Grossiste,7,7
CDE - 0003171,04/25/19,2019-05-02,1,Détaillant,5,11
CDE - 0003659,04/25/19,2019-05-06,32,Grossiste,5,8
CDE - 0003933,04/25/19,2019-05-01,21,Export,1,9
CDE - 0004125,04/25/19,2019-05-13,41,Grossiste,2,10
CDE - 0005044,04/25/19,2019-04-28,16,Grossiste,11,6
